date,epiweek,year,month,geography,geography_code,geography_type,disease,metric,positivity_percent,positive_tests,total_tests,age,sex
2023-01-08,1,2023,1,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,4.34,2169,50000,all,all
2023-01-15,2,2023,1,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,4.38,2191,50000,all,all
2023-01-22,3,2023,1,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,4.07,2033,50000,all,all
2023-01-29,4,2023,1,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,4.58,2291,50000,all,all
2023-02-05,5,2023,2,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,3.67,1833,50000,all,all
2023-02-12,6,2023,2,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,2.8,1398,50000,all,all
2023-02-19,7,2023,2,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,2.71,1356,50000,all,all
2023-02-26,8,2023,2,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,2.86,1430,50000,all,all
2023-03-05,9,2023,3,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,2.86,1430,50000,all,all
2023-03-12,10,2023,3,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,1.45,724,50000,all,all
2023-03-19,11,2023,3,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,1.07,533,50000,all,all
2023-03-26,12,2023,3,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,1.92,959,50000,all,all
2023-04-02,13,2023,4,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,1.22,612,50000,all,all
2023-04-09,14,2023,4,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.62,312,50000,all,all
2023-04-16,15,2023,4,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.85,426,50000,all,all
2023-04-23,16,2023,4,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.1,50,50000,all,all
2023-04-30,17,2023,4,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.41,205,50000,all,all
2023-05-07,18,2023,5,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.42,212,50000,all,all
2023-05-14,19,2023,5,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.56,278,50000,all,all
2023-05-21,20,2023,5,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.1,50,50000,all,all
2023-05-28,21,2023,5,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.33,165,50000,all,all
2023-06-04,22,2023,6,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.1,50,50000,all,all
2023-06-11,23,2023,6,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.56,281,50000,all,all
2023-06-18,24,2023,6,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.36,181,50000,all,all
2023-06-25,25,2023,6,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.69,344,50000,all,all
2023-07-02,26,2023,7,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.73,362,50000,all,all
2023-07-09,27,2023,7,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,1.46,730,50000,all,all
2023-07-16,28,2023,7,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,1.79,894,50000,all,all
2023-07-23,29,2023,7,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,1.75,874,50000,all,all
2023-07-30,30,2023,7,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,2.13,1067,50000,all,all
2023-08-06,31,2023,8,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,2.01,1002,50000,all,all
2023-08-13,32,2023,8,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,2.68,1337,50000,all,all
2023-08-20,33,2023,8,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,3.08,1539,50000,all,all
2023-08-27,34,2023,8,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,4.21,2103,50000,all,all
2023-09-03,35,2023,9,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,3.41,1704,50000,all,all
2023-09-10,36,2023,9,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,4.49,2246,50000,all,all
2023-09-17,37,2023,9,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,4.65,2323,50000,all,all
2023-09-24,38,2023,9,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,4.71,2353,50000,all,all
2023-10-01,39,2023,10,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.4,2701,50000,all,all
2023-10-08,40,2023,10,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.21,2606,50000,all,all
2023-10-15,41,2023,10,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.41,2705,50000,all,all
2023-10-22,42,2023,10,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.44,2720,50000,all,all
2023-10-29,43,2023,10,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.95,2974,50000,all,all
2023-11-05,44,2023,11,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,6.0,2999,50000,all,all
2023-11-12,45,2023,11,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.53,2765,50000,all,all
2023-11-19,46,2023,11,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.33,2666,50000,all,all
2023-11-26,47,2023,11,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.64,2819,50000,all,all
2023-12-03,48,2023,12,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.39,2695,50000,all,all
2023-12-10,49,2023,12,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.5,2752,50000,all,all
2023-12-17,50,2023,12,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.75,2875,50000,all,all
2023-12-24,51,2023,12,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.06,2532,50000,all,all
2023-12-31,52,2023,12,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,4.98,2489,50000,all,all
2024-01-07,1,2024,1,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,4.77,2385,50000,all,all
2024-01-14,2,2024,1,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,4.74,2371,50000,all,all
2024-01-21,3,2024,1,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,3.53,1764,50000,all,all
2024-01-28,4,2024,1,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,3.72,1858,50000,all,all
2024-02-04,5,2024,2,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,3.65,1823,50000,all,all
2024-02-11,6,2024,2,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,3.62,1809,50000,all,all
2024-02-18,7,2024,2,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,2.78,1390,50000,all,all
2024-02-25,8,2024,2,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,2.04,1019,50000,all,all
2024-03-03,9,2024,3,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,2.47,1233,50000,all,all
2024-03-10,10,2024,3,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,1.78,889,50000,all,all
2024-03-17,11,2024,3,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,1.32,657,50000,all,all
2024-03-24,12,2024,3,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,1.21,604,50000,all,all
2024-03-31,13,2024,3,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,1.09,543,50000,all,all
2024-04-07,14,2024,4,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.73,366,50000,all,all
2024-04-14,15,2024,4,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.1,50,50000,all,all
2024-04-21,16,2024,4,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.82,411,50000,all,all
2024-04-28,17,2024,4,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.81,404,50000,all,all
2024-05-05,18,2024,5,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.53,265,50000,all,all
2024-05-12,19,2024,5,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.1,50,50000,all,all
2024-05-19,20,2024,5,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.21,105,50000,all,all
2024-05-26,21,2024,5,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.3,147,50000,all,all
2024-06-02,22,2024,6,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.54,271,50000,all,all
2024-06-09,23,2024,6,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.67,334,50000,all,all
2024-06-16,24,2024,6,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.39,194,50000,all,all
2024-06-23,25,2024,6,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,0.81,404,50000,all,all
2024-06-30,26,2024,6,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,1.13,564,50000,all,all
2024-07-07,27,2024,7,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,1.67,832,50000,all,all
2024-07-14,28,2024,7,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,1.7,851,50000,all,all
2024-07-21,29,2024,7,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,2.01,1006,50000,all,all
2024-07-28,30,2024,7,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,2.1,1051,50000,all,all
2024-08-04,31,2024,8,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,2.82,1408,50000,all,all
2024-08-11,32,2024,8,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,2.84,1420,50000,all,all
2024-08-18,33,2024,8,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,2.79,1394,50000,all,all
2024-08-25,34,2024,8,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,3.8,1897,50000,all,all
2024-09-01,35,2024,9,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,3.91,1953,50000,all,all
2024-09-08,36,2024,9,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,3.88,1938,50000,all,all
2024-09-15,37,2024,9,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,4.16,2081,50000,all,all
2024-09-22,38,2024,9,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,4.67,2337,50000,all,all
2024-09-29,39,2024,9,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,4.98,2490,50000,all,all
2024-10-06,40,2024,10,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.13,2564,50000,all,all
2024-10-13,41,2024,10,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.36,2681,50000,all,all
2024-10-20,42,2024,10,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.95,2972,50000,all,all
2024-10-27,43,2024,10,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.89,2943,50000,all,all
2024-11-03,44,2024,11,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.72,2858,50000,all,all
2024-11-10,45,2024,11,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,6.0,2998,50000,all,all
2024-11-17,46,2024,11,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.42,2710,50000,all,all
2024-11-24,47,2024,11,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.83,2912,50000,all,all
2024-12-01,48,2024,12,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,6.19,3092,50000,all,all
2024-12-08,49,2024,12,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.48,2737,50000,all,all
2024-12-15,50,2024,12,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.15,2574,50000,all,all
2024-12-22,51,2024,12,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,5.03,2516,50000,all,all
2024-12-29,52,2024,12,England,E92000001,Nation,RSV,rsv_testing_positivityByWeek,4.7,2348,50000,all,all
2023-01-01,52,2023,1,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,4.53,162,3574,all,all
2023-01-08,1,2023,1,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,3.9,134,3439,all,all
2023-01-15,2,2023,1,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,4.48,268,5980,all,all
2023-01-22,3,2023,1,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,3.9,253,6481,all,all
2023-01-29,4,2023,1,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,3.76,224,5961,all,all
2023-02-05,5,2023,2,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,3.23,133,4122,all,all
2023-02-12,6,2023,2,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,3.62,125,3454,all,all
2023-02-19,7,2023,2,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,3.19,122,3823,all,all
2023-02-26,8,2023,2,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,2.37,156,6574,all,all
2023-03-05,9,2023,3,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,2.14,63,2941,all,all
2023-03-12,10,2023,3,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,2.03,88,4341,all,all
2023-03-19,11,2023,3,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,1.82,49,2694,all,all
2023-03-26,12,2023,3,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,1.0,41,4115,all,all
2023-04-02,13,2023,4,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,1.19,83,7004,all,all
2023-04-09,14,2023,4,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,1.25,83,6627,all,all
2023-04-16,15,2023,4,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,0.67,19,2836,all,all
2023-04-23,16,2023,4,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,0.08,6,7494,all,all
2023-04-30,17,2023,4,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,0.75,51,6790,all,all
2023-05-07,18,2023,5,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,0.38,14,3707,all,all
2023-05-14,19,2023,5,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,0.04,1,2612,all,all
2023-05-21,20,2023,5,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,0.19,12,6418,all,all
2023-05-28,21,2023,5,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,0.49,18,3660,all,all
2023-06-04,22,2023,6,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,0.09,6,6321,all,all
2023-06-11,23,2023,6,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,0.6,32,5316,all,all
2023-06-18,24,2023,6,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,0.98,67,6822,all,all
2023-06-25,25,2023,6,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,0.81,51,6283,all,all
2023-07-02,26,2023,7,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,0.98,59,6036,all,all
2023-07-09,27,2023,7,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,1.65,118,7140,all,all
2023-07-16,28,2023,7,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,1.09,46,4209,all,all
2023-07-23,29,2023,7,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,1.63,89,5465,all,all
2023-07-30,30,2023,7,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,2.54,121,4773,all,all
2023-08-06,31,2023,8,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,1.82,131,7208,all,all
2023-08-13,32,2023,8,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,3.44,172,5001,all,all
2023-08-20,33,2023,8,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,2.89,112,3876,all,all
2023-08-27,34,2023,8,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,3.96,225,5679,all,all
2023-09-03,35,2023,9,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,4.15,198,4775,all,all
2023-09-10,36,2023,9,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,3.28,219,6686,all,all
2023-09-17,37,2023,9,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,5.4,361,6690,all,all
2023-09-24,38,2023,9,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,4.94,361,7304,all,all
2023-10-01,39,2023,10,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,4.19,137,3268,all,all
2023-10-08,40,2023,10,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,5.82,226,3885,all,all
2023-10-15,41,2023,10,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,4.75,203,4274,all,all
2023-10-22,42,2023,10,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,5.72,152,2658,all,all
2023-10-29,43,2023,10,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,6.49,448,6904,all,all
2023-11-05,44,2023,11,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,4.8,278,5795,all,all
2023-11-12,45,2023,11,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,6.61,260,3932,all,all
2023-11-19,46,2023,11,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,4.43,332,7486,all,all
2023-11-26,47,2023,11,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,5.69,419,7366,all,all
2023-12-03,48,2023,12,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,4.82,325,6736,all,all
2023-12-10,49,2023,12,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,6.03,445,7376,all,all
2023-12-17,50,2023,12,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,6.23,421,6762,all,all
2023-12-24,51,2023,12,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,4.52,129,2855,all,all
2023-12-31,52,2023,12,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,4.66,170,3646,all,all
2024-01-07,1,2024,1,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,3.93,131,3337,all,all
2024-01-14,2,2024,1,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,4.85,357,7365,all,all
2024-01-21,3,2024,1,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,4.65,181,3891,all,all
2024-01-28,4,2024,1,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,3.7,153,4131,all,all
2024-02-04,5,2024,2,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,3.2,121,3782,all,all
2024-02-11,6,2024,2,North East,E12000001,Region,RSV,rsv_testing_positivityByWeek,2.59,152,5869,all,all
